https://bit.ly/2qTKREN ,I make a salutation to all Victors with a measure of bodies the same as there are atoms in a (Buddha) field, with a mind directed towards all Victors, with the strength of (my) Aspiration for the Good Life,Kṣetra-rajopama-kāyă-pramāṇaiḥ sarva-Jināna karomĭ praṇāmam, sarva-Jinābhimukhena manena, Bhadra-carī-praṇidhāna-balena [2]
https://bitly/2qTKREN ,On the tip of each single atom Buddhas like atoms sit in the midst of the Sons of Buddhas (and) so I am totally and completely intent on the Dharma Element which is filled with Victors,Eka-rajāgri rajopama-Buddhā Buddha-sutāna niṣaṇṇaku madhye evam-aśeṣata Dharmata-dhātuṁ sarvadhimucyami  pūrṇa Jinebhiḥ [3]
https//bitly/2iisXd4, 41 Since variableness is found in all pleasures I cannot apply to them the name of enjoyment the very conditions which mark pleasure bring also in its turn pain,kāmeṣvanaikāṁtikatā ca yasmādato pi me teṣu na bhogasaṁjñā |ya eva bhāvā hi sukhaṁ diśaṁti ta eva duḥkhaṁ punarāvahaṁti || 1141
https//bitly/2iisXd4, 42 Heavy garments and fragrant aloe-wood are pleasant in the cold but an annoyance in the heat 16 and the moonbeams and sandal-wood are pleasant in the heat but a pain in the cold,gurūṇi vāsāṁsyagurūṇi caiva sukhāya śīte hyasukhāya gharme |caṁdrāṁśavaścaṁdanameva coṣṇe sukhāya duḥkhāya bhavaṁti śīte || 1142
https//bitly/2iisXd4, 43 Since the well-known opposite pairs 17 such as gain and loss and the rest are inseparably connected with everything in this world — therefore no man is invariably happy on the earth nor invariably wretched,dvaṁdvāni sarvasya yataḥ prasaktānyalābhalābhaprabhṛtīni loke |ato pi naikāṁtasukho sti kaścinnaikāṁtaduḥkhaḥ puruṣaḥ prṭhivyām || 1143
https//bitly/2iisXd4, 44 When I see how the nature of pleasure and pain are mixed I consider royalty and slavery as the same a king does not always smile nor is a slave always in pain,dṛṣṭvā ca miśrāṁ sukhaduḥkatāṁ me rājyaṁ ca dāsyaṁ ca mataṁ samānam |nityaṁ hasatyeva hi naiva rājā na cāpi saṁtapyata eva dāsaḥ || 1144
https//bitly/2iisXd4, 45 Since to be a king involves a wider range of command therefore the pains of a king are great for a king is like a peg 18 — he endures trouble for the sake of the world,ājñā nṛpatve bhyadhiketi yasmātmahāṁti duḥkhānyata eva rājñaḥ |āsaṁgakāṣṭhapratimo hi rājā lokasya hetoḥ parikhedameti || 1145
https//bitly/2iisXd4, 46 A king is unfortunate if he places his trust in his royalty which is apt to desert and loves crooked turns 19 and on the other hand if he does not trust in it then what can be the happiness of a timid king,rājye nṛpastyāgini vaṁkamitre viśvāsamāgacchati cedvipannaḥ |athāpi viśraṁbhamupaiti neha kiṁ nāma saukhyaṁ cakitasya rājñaḥ || 1146
https//bitly/2iisXd4, 47 And since after even conquering the whole earth one city only can serve as a dwelling-place and even there only one house can be inhabited is not royalty mere labour for others,yadā ca jitvāpi mahīṁ samagrāṁ vāsāya dṛṣṭaṁ puramekameva |tatrāpi caikaṁ bhavanaṁ niṣevyaṁ śramaḥ parārthe nanu rājabhāvaḥ || 1147
https//bitly/2iisXd4, 48 And even in royal clothing one pair of garments is all he needs and just enough food to keep off hunger so only one bed and only one seat all a king’s other distinctions are only for pride,rājyo pi vāse yugamekameva kṣutsaṁnirodhāya tathānnamātrā |śayyā tathaikāsanamekameva śeṣā viśeṣā nṛpatermadāya || 1148
https//bitly/2iisXd4, 49 And if all these fruits are desired for the sake of satisfaction I can be satisfied without a kingdom and if a man is once satisfied in this world are not all distinctions indistinguishable,tuṣṭyarthametacca phalaṁ yadīṣṭamṛte pi rājyānmama tuṣṭirasti |tuṣṭau ca satyāṁ puruṣasya loke sarve viśeṣā nanu nirviśeṣāḥ || 1149
https//bitly/2iisXd4, 50 He then who has attained the auspicious road to happiness is not to be deceived in regard to pleasures remembering thy professed friendship tell me again and again do they keep their promise,tannāsti kāmān prati saṁpratāryaḥ kṣeme śivaṁ mārgamanuprapannaḥ |smṛtvā suhṛttvaṁ tu punaḥ punarmāṁ brūhi pratijñāṁ khalu pālayaṁti || 1150
https//bitly/2iisXd4, 51 I have not repaired to the forest through anger nor because my diadem has been dashed down by an enemy’s arrows nor have I set my desires on loftier objects 20 that I thus refuse thy proposal,na hyasmyamarṣeṇa vanapraviṣṭo na śatrubāṇairavadhūtamauliḥ |kṛtaspṛho nāpi phalādhikebhyo gṛhṇāmi naitadvacanaṁ yataste || 1151
https//bitly/2iisXd4, 52 Only he who having once let go a malignant incensed serpent or a blazing hay-torch all on fire would strive again to seize it would ever seek pleasures again after having once abandoned them,yo daṁdaśūkaṁ kupitaṁ bhujaṁgaṁ muktvā vyavasyeddhi punargrahītum |dāhātmikāṁ vā jvalitāṁ tṛṇaulkāṁ saṁtyajya kāmānsa punarbhajeta || 1152
https//bitly/2iisXd4, 53 Only he who though seeing would envy the blind though free the bound though wealthy the destitute though sound in his reason the maniac — only he I say would envy one who is devoted to worldly objects,aṁdhāya yaśca spṛhayedanaṁdho baddhāya mukto vidhanāya vāḍhyaḥ |unmattacittāya ca kalyacittaḥ spṛhāṁ sa kuryādviṣayātmakāya || 1153
https//bitly/2iisXd4, 54 He who lives on alms my good friend is not to be pitied having gained his end and being set on escaping the fear of old age and death he has here the best happiness perfect calm and hereafter all pains are for him abolished,bhikṣopabhogī vara nānukaṁpyaḥ kṛtī jarāmṛtyubhayaṁ titīrṣuḥ |ihottamaṁ śāṁtisukhaṁ ca yasya paratra duḥkhāni ca saṁvṛtāni || 1154
https//bitly/2iisXd4, 55 But he is to be pitied who is overpowered by thirst though set in the midst of great wealth — who attains not the happiness of calm here while pain has to be experienced hereafter,lakṣmyāṁ mahatyāmapi vartamānastṛṣṇābhibhūtastvanukaṁpitavyaḥ |prāpnoti yaḥ śāṁtisukhaṁ na ceha paratra duḥkhaṁ pratigṛhyate ca || 1155
https//bitly/2iisXd4, 56 Thus to speak to me is well worthy of thy character thy mode of life and thy family and to carry out my resolve is also befitting my character my mode of life and my family,evaṁ tu vaktuṁ bhavato nurūpaṁ sattvasya vṛttasya kulasya caiva |mamāpi voḍhuṁ sadṛśaṁ pratijñāṁ sattvasya vṛttasya kulasya caiva || 1156
https//bitly/2iisXd4, 57 I have been wounded by the enjoyment of the world and I have come out longing to obtain peace I would not accept an empire free from all ill even in the third heaven how much less amongst men,ahaṁ hi saṁsārarasena viddho viniḥsṛtaḥ śāṁtamavāptukāmaḥ |neccheyamāptuṁ tridive pi rājyaṁ nirāmayaṁ kiṁ vata mānuṣeṣu || 1157
https//bitly/2iisXd4, 58 But as for what thou saidst to me O king that the universal pursuit of the three objects is the supreme end of man — and 21 thou saidst that what I regard as the desirable is misery — thy three objects are perishable and also unsatisfying,trivargasevāṁ nṛpa yattu kṛtsnataḥ paro manuṣyārtha iti tvamāttha mām |anartha ityāttha mamārthadarśanaṁ kṣayī trivargo hi na cāpi tarpakaḥ || 1158
https//bitly/2iisXd4, 59 But that world in which there is no old age nor fear no birth nor death nor anxieties 22 that alone I consider the highest end of man where there is no ever-renewed action,pade tu yasminna jarā na bhīrutā na janma naivoparamo na vādhayaḥ |tameva manye puruṣārthamuttamaṁ na vidyate yatra punaḥ punaḥ kriyā || 1159
https//bitly/2iisXd4, 60 And as for what thou saidst wait till old age comes for youth is ever subject to change — this want of decision is itself uncertain for age too can be irresolute and youth can be firm,yadapyavocaḥ paripālyatāṁ jarā navaṁ vayo gacchati vikriyāmiti |aniścayo yaṁ capalaṁ hi dṛśyate jarāpyadhīrā dhṛtimacca yauvanam || 1160
https//bitly/2iisXd4, 61 But since Fate 23 is so well skilled in its art as to draw the world in all its various ages into its power — how shall the wise man who desires tranquillity wait for old age when he knows not when the time of death will be,svakarmadakṣaśca yadā tu ko jagadvayaḥsu sarveṣu ca saṁvikarṣati |vināśakāle kathamavyavasthite jarā pratīkṣyā viduṣā śamepsunā || 1161
https//bitly/2iisXd4, 62 When death stands ready like a hunter with old age as his weapon and diseases scattered about as his arrows smiting down living creatures who fly like deer to the forest of destiny what desire can there be in any one for length of life,jarāyudho vyādhivikīrṇasāyako yadāṁtako vyādha ivāśritaḥ sthitaḥ |prajāmṛgān bhāgyavanāśritāṁstudan vayaḥprakarṣaṁ prati ko manorathaḥ || 1162
https//bitly/2iisXd4, 63 It well befits the youthful son or the old man or the child so to act with all promptitude that they may choose the action of the religious man whose soul is all mercy — nay better still his inactivity,suto yuvā vā sthaviro thavā śiśustathā tvarāvāniha kartumarhati |yathā bhaveddharmavataḥ kṛpātmanaḥ pravṛttiriṣṭā vinivṛttireva vā || 1163
https//bitly/2iisXd4, 64 And as for what thou saidst be diligent in sacrifices for religion such as are worthy of thy race and bring a glorious fruit — honour to such sacrifices I desire not that fruit which is sought by causing pain to others 24,yadāttha vā dīptaphalāṁ kulocitāṁ kuruṣva dharmāya makhakriyāmiti |namo makhebhyo na hi kāmaye sukhaṁ parasya duḥkhakriyayāpadiśyate || 1164
https//bitly/2iisXd4, 65 To kill a helpless victim through a wish for future reward — it would be an unseemly action for a merciful-hearted good man even if the reward of the sacrifice were eternal but what if after all it is subject to decay,paraṁ hi haṁtuṁ vivaśaṁ phalepsayā na yuktarūpaṁ karuṇātmanaḥ sataḥ |kratoḥ phalaṁ yadyapi śāśvataṁ bhavet tathāpi kṛtvā kimupakṣayātmakam || 1165
https//bitly/2iisXd4, 66 And even if true religion did not consist in quite another rule of conduct by self-restraint moral practice and a total absence of passion — still it would not be seemly to follow the rule of sacrifice where the highest reward is described as attained only by slaughter,bhavecca dharmo yadi nāparo vidhirvratena śīlena manaḥśamena vā |tathāpi naivārhati sevituṁ kratuṁ viśasya yasmin paramucyate phalam || 1166
https//bitly/2iisXd4, 67 Even that happiness which comes to a man while he stays in this world through the injury of another is hateful to the wise compassionate heart how much more if it be something beyond our sight in another life,ihāpi tāvatpuruṣasya tiṣṭhataḥ pravartate yatparahiṁsayā sukham |tadapyaniṣṭaṁ saghṛṇasya dhīmato bhavāṁtare kiṁ vata yanna dṛśyate || 1167
https//bitly/2iisXd4, 68 I am not to be lured into a course of action for future reward — my mind does not delight O king in future births these actions are uncertain and wavering in their direction like plants beaten by the rain from a cloud,na ca pratāryo smi phalapravṛttaye bhaveṣu rājan ramate na me manaḥ |latā ivāṁbhodharavṛṣṭitāḍitāḥ pravṛttayaḥ sarvagatā hi caṁcalā || 1168
https//bitly/2iisXd4, 69 I have come here with a wish to see next the seer Arāḍa who proclaims liberation I start this very day — happiness be to thee O king forgive my words which may seem harsh through their absolute freedom from passion 25,ihāgataścāhamito didṛkṣayā munerarāḍasya vimokṣavādinaḥ |prayāmi cādyaiva nṛpāstu te śivaṁ vacaḥ kṣamethāḥ śamatattvaniṣṭhuram || 1169
https//bitly/2iisXd4, 70 26Now therefore do thou guard (the world) like Indra in heaven guard it continually like the sun by thy excellencies guard its best happiness here guard the earth guard life by the noble 27 guard the sons of the good guard thy royal powers O king and guard thine own religion,atheṁdravaddivyava śaśvadarkavadguṇairava śreya ihāva gāmava |avāyurāryairava satsutān ava śriyaśca rājannava dharmamātmanaḥ || 1170
https//bitly/2iisXd4, 71 As in the midst of a sudden catastrophe arising from the flame of (fire) the enemy of cold a bird to deliver its body betakes itself to the enemy of fire (water) — so do thou when occasion calls betake thyself to deliver thy mind to those who will destroy the enemies of thy home’ 28,himāriketūdbhavasaṁplavāṁtare yathā dvijo yāti vimokṣayaṁstanum |himāriśatruṁ kṣayaśatrughātinastathāṁtare yāhi vimocayanmanaḥ || 1171
https//bitly/2iisXd4, 72 The king himself folding his hands with a sudden longing come upon him replied Thou art obtaining thy desire without hindrance when thou hast at last accomplished all that thou hast to do thou shalt show hereafter thy favour towards me’,nṛpo bravītsāṁjalirāgataspṛho yatheṣṭamāpnoti bhavānavighnataḥ |avāpya kāle kṛtakṛtyatāmimāṁ mamāpi kāryo bhavatā tvanugrahaḥ || 1172
https//bitly/2iisXd4, 73 Having given his firm promise to the monarch he proceeded to the Vaiśvantara hermitage and after watching him with astonishment as he wandered on in his course the king and 29 his courtiers returned to the mountain (of Rājagiri),sthiraṁ pratijñāya tatheti pārthive tataḥ sa vaiśvaṁtaramāśramaṁ yayau |parivrajaṁtaṁ samudīkṣya vismito nṛpo pi ca prāpurimaṁ giriṁ vrajan || 1173
https//bitly/2vAtD1Z, 1 Then the moon of the Ikṣvāku race turned towards the hermitage of the sage Arāḍa 01 of tranquil life — as it were doing honour to it by his beauty,tataḥ śamavihārasya munerikṣvākucaṁdramāḥ |arāḍasyāśramaṁ bheje vapuṣā pūrayanniva || 121
https//bitly/2vAtD1Z, 2 He drew near on being addressed in a loud voice Welcome’ by the kinsman of Kālāma as he saw him from afar,sa kālāmasagotreṇa tenālokyaiva dūrataḥ |uccaiḥ svāgatamityuktaḥ samīpamupajagmivān || 122
https//bitly/2vAtD1Z, 3 They having mutually asked after each other’s health as was fitting sat down in a clean place on two pure wooden seats,tāvubhau nyāyataḥ pṛṣṭvā dhātusāmyaṁ parasparam |dāravyormedhyayorvṛṣyoḥ śucau deśe niṣīdatuḥ || 123
https//bitly/2vAtD1Z, 4 The best of sages having seen the prince seated and as it were drinking in the sight of him with eyes opened wide in reverence thus addressed him,tamāsīnaṁ nṛpasutaṁ so bravīnmunisattamaḥ |bahumānaviśālābhyāṁ darśanābhyāṁ pibanniva 02 || 124
https//bitly/2vAtD1Z, 5 I know gentle youth how thou hast come forth from thy home having severed the bond of affection as a wild elephant its cord,viditaṁ me yathā saumya niṣkrāṁto bhavanādasi |chittvā snehamayaṁ pāśaṁ pāśaṁ dṛpta iva dvipaḥ || 125
